FREQ,Frequency,DER_TYPE,Measure,DER_INSTR,Instrument,DER_RISK,Risk category,DER_REP_CTY,Reporting country,DER_SECTOR_CPY,Counterparty sector,DER_CPC,Counterparty country,DER_SECTOR_UDL,Underlying risk sector,DER_CURR_LEG1,Currency leg 1,DER_CURR_LEG2,Currency leg 2,DER_ISSUE_MAT,Maturity,DER_RATING,Rating (outstanding) or settlement (FX turnover),DER_EX_METHOD,Execution method,DER_BASIS,Basis,TIME_FORMAT,Time Format,AVAILABILITY,Availability,COLLECTION,Collection Indicator,TITLE_TS,Series,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),DKK,Danish krone,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:DKK:TO1:A:A:3:C,,,,,,,,,,150.0,,,40.736842,,,103.054366,,,86.625578,,,181.640382,,,117.465542,,,219.055043,,,107.263542,,,142.282897,,,163.175281
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),DKK,Danish krone,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:DKK:TO1:A:A:3:C,,,,,,,,,,,,,39.999999,,,74.844901,,,69.373683,,,70.113333,,,27.313491,,,117.638019,,,43.250232,,,120.701561,,,128.834451
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),DKK,Danish krone,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:DKK:TO1:A:A:3:C,,,,,,,,,,150.0,,,0.736842,,,28.229173,,,17.251894,,,111.527044,,,90.15205,,,101.37156,,,64.014806,,,21.581334,,,34.340827
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,AUD,Australian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:AUD:A:A:3:C,,,,,,,,,,,,,,,,16.820432,,,141.821917,,,54.025749,,,202.611353,,,82.476719,,,106.806741,,,115.441583,,,56.717937
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,AUD,Australian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:AUD:A:A:3:C,,,,,,,,,,,,,,,,56.99071,,,269.994186,,,222.247458,,,214.98164,,,170.995087,,,167.822016,,,220.613258,,,71.390921
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,AUD,Australian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:AUD:A:A:3:C,,,,,,,,,,,,,,,,40.2291,,,128.172268,,,168.221708,,,12.370285,,,88.518362,,,61.015271,,,105.171672,,,14.672977
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,CAD,Canadian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:CAD:A:A:3:C,,,,,,,,,,,,,,,,35.15263,,,43.663093,,,124.749629,,,148.35353,,,33.169421,,,118.228852,,,188.458552,,,149.969371
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,CAD,Canadian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:CAD:A:A:3:C,,,,,,,,,,,,,,,,18.736842,,,41.403569,,,122.299626,,,125.516665,,,29.832258,,,113.14066,,,172.774191,,,110.797915
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,CAD,Canadian dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:CAD:A:A:3:C,,,,,,,,,,,,,,,,16.415788,,,2.259523,,,2.45,,,22.836863,,,3.337161,,,5.088191,,,15.684358,,,39.171447
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,CHF,Swiss franc,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:CHF:A:A:3:C,,,,,,,,,,,,,,,,34.869044,,,104.395369,,,316.367345,,,709.177657,,,394.261919,,,243.86853,,,195.139717,,,82.304203
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,CHF,Swiss franc,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:CHF:A:A:3:C,,,,,,,,,,,,,,,,20.405258,,,25.591037,,,31.2126,,,211.386395,,,218.065576,,,35.274046,,,35.659529,,,24.908657
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,CHF,Swiss franc,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:CHF:A:A:3:C,,,,,,,,,,,,,,,,14.463782,,,78.804329,,,285.154734,,,497.791258,,,176.19633,,,208.594478,,,159.480187,,,57.395543
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,CNY,Renminbi,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:CNY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.266877,,,25.423603,,,54.13722,,,76.23229
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,CNY,Renminbi,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:CNY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.266803,,,15.168402,,,27.434556,,,69.649604
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,CNY,Renminbi,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:CNY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-05,,,10.2552,,,26.702662,,,6.582685
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,DKK,Danish krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:DKK:A:A:3:C,,,,,,,,,,,,,,,,,,,4.999999,,,15.694443,,,6.944444,,,20.661748,,,17.412559,,,43.622892,,,54.44867
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,DKK,Danish krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:DKK:A:A:3:C,,,,,,,,,,,,,,,,,,,8.631578,,,65.666666,,,14.681651,,,76.869689,,,58.449945,,,43.86299,,,60.619121
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,DKK,Danish krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:DKK:A:A:3:C,,,,,,,,,,,,,,,,,,,3.631578,,,49.972221,,,7.737206,,,56.207937,,,41.037384,,,0.240098,,,6.17045
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,GBP,Pound (sterling),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:GBP:A:A:3:C,,,,,,,,,,,,,,,,195.74611,,,1556.894213,,,1213.611427,,,651.115997,,,955.380363,,,1890.549192,,,1475.905007,,,1459.338829
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,GBP,Pound (sterling),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:GBP:A:A:3:C,,,,,,,,,,,,,,,,97.807891,,,761.269902,,,487.954155,,,247.069372,,,353.778861,,,1066.480524,,,1025.218825,,,754.339854
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,GBP,Pound (sterling),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:GBP:A:A:3:C,,,,,,,,,,,,,,,,97.990846,,,795.624306,,,725.657264,,,404.04662,,,601.601492,,,824.068661,,,450.686176,,,704.993855
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,HUF,Forint,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:HUF:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,0.052631,,,,,,109.783977,,,20.857199,,,0.589829,,,10.537989
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,HUF,Forint,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:HUF:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.553368,,,19.35738,,,36.535757,,,24.935071
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,HUF,Forint,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:HUF:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,0.052631,,,,,,225.337353,,,40.214579,,,37.125587,,,35.468061
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,JPY,Yen,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:JPY:A:A:3:C,,,,,,,,,,,,,,,,84.068417,,,91.723806,,,144.056576,,,499.094886,,,135.188721,,,295.162902,,,127.295079,,,157.797775
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,JPY,Yen,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:JPY:A:A:3:C,,,,,,,,,,,,,,,,304.896112,,,392.377239,,,391.393409,,,769.890316,,,287.082393,,,432.410365,,,414.268469,,,289.714756
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,JPY,Yen,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:JPY:A:A:3:C,,,,,,,,,,,,,,,,220.930321,,,297.337639,,,242.003496,,,270.795422,,,151.893664,,,137.247457,,,286.973388,,,131.916978
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,NOK,Norwegian krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:NOK:A:A:3:C,,,,,,,,,,,,,,,,1.611111,,,0.815789,,,,,,,,,50.426785,,,112.434765,,,81.771859,,,419.279555
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,NOK,Norwegian krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:NOK:A:A:3:C,,,,,,,,,,,,,,,,1.888888,,,0.815789,,,15.555555,,,153.394736,,,86.321771,,,143.200299,,,106.030733,,,489.403434
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,NOK,Norwegian krone,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:NOK:A:A:3:C,,,,,,,,,,,,,,,,0.277777,,,,,,15.555555,,,153.394736,,,35.894978,,,30.765527,,,24.20624,,,70.123873
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,PLN,Zloty,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:PLN:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,24.475,,,42.142857,,,211.645945,,,53.119748,,,91.961905,,,111.067554
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,PLN,Zloty,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:PLN:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,17.225,,,2.333332,,,51.851685,,,5.108579,,,25.401574,,,35.066064
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,PLN,Zloty,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:PLN:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,7.25,,,39.809523,,,159.794252,,,48.011163,,,66.560327,,,76.001486
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,SEK,Swedish krona,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:SEK:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,184.055258,,,112.662737,,,187.495244,,,92.115853,,,172.970446,,,398.531135
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,SEK,Swedish krona,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:SEK:A:A:3:C,,,,,,,,,,,,,,,,23.842105,,,,,,206.05576,,,313.782181,,,211.567015,,,163.177964,,,211.871672,,,470.467349
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,SEK,Swedish krona,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:SEK:A:A:3:C,,,,,,,,,,,,,,,,23.842105,,,,,,22.0005,,,201.119443,,,24.071762,,,71.062105,,,38.901224,,,71.936207
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:TO1:A:A:3:C,,,,,,,,,,,,,,,,808.639836,,,4720.26474,,,3656.657401,,,6384.159148,,,8125.300886,,,7764.606722,,,10625.231557,,,12180.375877
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:TO1:A:A:3:C,,,,,,,,,,,,,,,,1381.091708,,,4679.021465,,,7560.651046,,,11276.89766,,,9708.299814,,,14524.933057,,,15392.578597,,,23995.456826
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:TO1:A:A:3:C,,,,,,,,,,,,,,,,2189.777765,,,9730.444128,,,11240.295313,,,17661.057088,,,17833.600771,,,22289.526994,,,26017.870589,,,36175.755148
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,TRY,Turkish lira,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:TRY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,6.690476,,,21.37791,,,66.040132,,,3.878833,,,0.98559
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,TRY,Turkish lira,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:TRY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,6.690476,,,37.596766,,,84.080194,,,39.133073,,,9.812408
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,TRY,Turkish lira,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:TRY:A:A:3:C,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.218848,,,18.040058,,,35.254239,,,8.826815
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),EUR,Euro,USD,US dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:EUR:USD:A:A:3:C,,,,,,,,,,,,,,,,494.527704,,,3518.274329,,,2577.209558,,,4723.97685,,,6750.895357,,,5940.936217,,,8211.513314,,,10355.868927
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),EUR,Euro,USD,US dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:EUR:USD:A:A:3:C,,,,,,,,,,,,,,,,913.662054,,,3113.423848,,,5544.157938,,,8780.997509,,,7753.237852,,,11940.137827,,,12296.80375,,,20827.297088
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),EUR,Euro,USD,US dollar,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:EUR:USD:A:A:3:C,,,,,,,,,,,,,,,,1408.455316,,,6959.540294,,,8139.02624,,,13504.974608,,,14504.133239,,,17881.074073,,,20508.353451,,,31183.088301
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),1E,Residents/Local,A,Total (all sectors),GBP,Pound (sterling),EUR,Euro,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:1E:A:GBP:EUR:A:A:3:C,,,,,,,,,,,,,,,,97.807891,,,761.269902,,,487.954155,,,247.069372,,,353.778861,,,1066.480524,,,1025.218825,,,754.339854
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),GBP,Pound (sterling),EUR,Euro,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:GBP:EUR:A:A:3:C,,,,,,,,,,,,,,,,97.990846,,,795.624306,,,725.657264,,,404.04662,,,601.601492,,,824.068661,,,450.686176,,,704.993855
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),GBP,Pound (sterling),EUR,Euro,A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:GBP:EUR:A:A:3:C,,,,,,,,,,,,,,,,195.74611,,,1556.894213,,,1213.611427,,,651.115997,,,955.380363,,,1890.549192,,,1475.905007,,,1459.338829
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5J,All countries (total),A,Total (all sectors),GBP,Pound (sterling),TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5J:A:GBP:TO1:A:A:3:C,,,,,,,,,,165.359134,,,937.480832,,,1206.525356,,,4832.416727,,,5052.450374,,,2574.673478,,,4707.148725,,,10362.758947,,,19074.435055,,,17758.863742
A,Annual,U,Turnover - notional amounts (daily average),I,Currency swaps,B,Foreign exchange,5J,All countries (total),A,Total (all counterparties),5Z,Non-residents/Cross-border,A,Total (all sectors),GBP,Pound (sterling),TO1,Total (all currencies),A,Total (all maturities),A,Total (all ratings),3,Total (all methods),C,Net - net,,,K,"Free, last value not to be published prior to embargo date",S,Summed through period,,A:U:I:B:5J:A:5Z:A:GBP:TO1:A:A:3:C,,,,,,,,,,47.704841,,,413.911744,,,467.473195,,,2207.732873,,,3343.911993,,,1426.337211,,,2159.278678,,,5555.009066,,,9065.620299,,,8830.468978
